legal_entity_id	estimated_number_employees	nace_code	secondary_nace_code	task
41461136	82.0	451.0	4511.0	none
41461209	7.0	8130.0	8130.0	none
41461757	3001.0	8411.0		none
41461761	360.0	4674.0	4674.0	none
41461929	260.0	8411.0		none
41461990	120.0	5229.0	4941.0	none
41462042	600.0	8610.0	8810.0	none
41462154		8411.0		none
41462449	5.0	7111.0		none
41462677		411.0		none
41462966				none
41464447	99.0	1330.0		none
41464471	2787.0	4643.0	2790.0	none
41464536	162.0	2920.0		none
41464715	18.0	4791.0		none
41464788	227.0	8810.0	8730.0	none
41464843	43.0	4322.0	2562.0	none
41464991	5.0	6201.0		none
41465024		8411.0		none
41465043	25.0	8411.0		none
41465754	140.0	8422.0		none
41465833	170.0	2562.0		none
41465983	752.0	6419.0		none
41466738	9.0	4669.0		none
41467225	49.0	2651.0		none
41467346	27.0	7120.0	4741.0	none
41467358	73.0	2822.0	9002.0	none
41467637		2511.0		none
41467768	168.0	8610.0		none
41467829	3.0	9609.0		none
41467899		2651.0		none
41467948	3.0	4741.0	6201.0	none
41468890	35.0	2453.0	2829.0	none
41468892	66.0	2599.0	253.0	none
41468913	5.0			none
41468994	1600.0	4642.0	4771.0	none
41469033	950.0	8422.0		none
41469116	20.0	3832.0	4672.0	none
41469153				none
41469156	158.0	2562.0	2732.0	none
41469237	2755.0	9200.0		none
41469519	11.0	4643.0		none
41469527	5.0	4671.0		none
41469589		4511.0		none
41469728	5035.0	8542.0		none
41469772	99.0	2599.0		none
41469848	5.0	4532.0		none
41469853		6831.0		none
41469915	102.0	7022.0		none
41470344	52.0	6201.0	6202.0	none
41470761	195.0	1511.0	1512.0	none
41470763		2219.0		none
41471008	85.0	2030.0	4673.0	none
41471847		4531.0		none
41472760	5.0	2562.0		none
41473060		2591.0		none
41473763	19.0	8532.0		none
41473872	600.0	6201.0	6202.0	none
41474786	207.0	2814.0	2651.0	none
41475174	306.0	2711.0	2811.0	none
41475362	1600.0	94.0		none
41475554	99.0	4690.0		none
41475790	15.0	6202.0	4742.0	none
41476661	2108.0	3250.0		none
41476743	116.0	2593.0		none
41477034	63.0	4669.0	2611.0	none
41477081	9.0	43.0		none
41477164	30.0	2562.0	9529.0	none
41478104	101.0	2899.0	2829.0	none
41478180	148.0	3250.0	3250.0	none
41478189	5.0	4743.0		none
41478508	400.0	8610.0		none
41478652		4643.0		none
41480987	345.0	2751.0		none
41481723	15.0	6831.0		none
41482061	12.0	2562.0		none
41482125				none
41482711	1365.0	9001.0		none
41483018		4741.0		none
41483022		692.0		none
41483277				none
41483368	9.0	7112.0		none
41483714	1.0	4532.0		none
41484043	437.0	4931.0		none
41484355	29.0	7112.0	4742.0	none
41484987	10.0	4511.0	4520.0	none
41485405	982.0	2120.0	2042.0	none
41485427	18.0	4614.0		none
41485430	64.0	2651.0	4643.0	none
41485722	225.0	2815.0		none
41485844	5.0	4791.0		none
41485860	5.0			none
41487029	29.0	8411.0		none
41487121		2591.0		none
41487304	36.0	8532.0		none
41487451	373.0	6202.0	4791.0	none
41487479	19.0	4222.0		none
41487519	129.0	2651.0	2229.0	none
41487550	215.0	4646.0	4774.0	none
41487607	7000.0	3250.0	204.0	none
41490681	49.0	2562.0		none
41491223	1100.0	8411.0		none
41491258	2335.0	5229.0		none
41491506	4.0	6209.0	6190.0	none
41492123				none
41492308	28.0	4321.0		none
41492419	70.0	4724.0	1071.0	none
41492496	925.0	2611.0		none
41495199	1000.0	8424.0		none
41495260	133.0	2829.0	2899.0	none
41496172	37.0	2562.0		none
41496284				none
41496293		7112.0		none
41496629		162.0		none
41496893	52.0	3299.0	476.0	none
41497502	3.0	6202.0	4741.0	none
41497727		2611.0		none
41498175	30.0	6202.0	4741.0	none
41498739	5.0	4643.0		none
41499022	292.0	2920.0	2910.0	none
41499201	562.0	3011.0		none
41499277	108.0	2651.0	2550.0	none
41499335	5.0	62.0		none
41499439	10.0	2651.0	4322.0	none
41499484	111.0	4675.0	20.0	none
41499833	25.0	2651.0		none
41499940	88.0	4669.0		none
41500384	49.0	4614.0		none
41500419	99.0	6832.0		none
41500517	199.0	7112.0		none
41500610	670.0	2651.0	2825.0	none
41501690	50.0	5510.0		none
41502562	387.0	4520.0	4511.0	none
41502714	263.0	8411.0	6209.0	none
41503487	39.0	2361.0		none
41504088	6052.0	8542.0		none
41504853	2219.0	3511.0		none
41504945	34.0	1082.0	1072.0	none
41504991	11.0	7311.0		none
41505087	69.0	30.0	3317.0	none
41505221				none
41506201	300.0	8710.0		none
41506364		861.0		none
41506420	361.0	8559.0	7022.0	none
41506429	201.0	3250.0	2660.0	none
41506443	44.0	9411.0		none
41506693	850.0	4649.0	4941.0	none
41506879	116.0	2030.0	4673.0	none
41507006				none
41507246	499.0	4632.0		none
41522140	5.0	4791.0		none
41522269	717.0	2790.0		none
41522609	2501.0	7120.0	7112.0	none
41523643	9.0	9609.0		none
41524322	5.0	91.0		none
41524562	60.0	2562.0	9529.0	none
41524618	212.0	3316.0	3030.0	none
41524631	180.0	5210.0		none
41524940	93.0	4941.0	521.0	none
41525344	10.0	4669.0		none
41525792	80.0	8425.0		none
41526252	109.0	2790.0		none
41526283		1512.0		none
41526392	172.0	8423.0		none
41526678	155.0	1812.0	1712.0	none
41526705	5.0	4721.0		none
41526888	400.0	6203.0	4741.0	none
41526897	19.0	6201.0	4651.0	none
41526963	101.0	5510.0	561.0	none
41527467	750.0	8422.0		none
41527858	57.0	2829.0		none
41527914	280.0	7219.0		none
41528182	128.0	2829.0		none
41528373	1039.0	8810.0	8720.0	none
41528398	19.0	2790.0		none
41528613	5.0	620.0		none
41529146	28.0	61.0		none
41529283		2591.0		none
41529338	1110.0	6209.0		none
41529359	138.0	2651.0		none
41529591		2825.0		none
41529866	69523.0	5110.0		none
41529904	5.0	4762.0		none
41530276				none
41530715	83.0	5310.0	8010.0	none
41530731	35.0	2849.0	2815.0	none
41530825	6500.0	4719.0	4761.0	none
41530877	256.0	2825.0	2813.0	none
41530967	199.0	4631.0		none
41530978	5.0	7112.0		none
41531559	7.0	2829.0	2841.0	none
41531781				none
41532371		869.0		none
41533210	42.0	451.0	4519.0	none
41533422	35.0	2453.0	2829.0	none
41533599	28.0	8690.0	8299.0	none
41533983	21.0	4759.0	4762.0	none
41534350	5.0	111.0		none
41534503	86.0	2599.0		none
41534589	464.0	4649.0		none
41534633	3.0	8690.0	2660.0	none
41534666	160.0	2550.0	2599.0	none
41534702				none
41534713	15.0	1812.0		none
41534844	9.0	4669.0	4647.0	none
41535183		8422.0		none
41535283	356.0	2711.0	2611.0	none
41535286	34.0	9411.0	721.0	none
41535420	15.0	4669.0	4669.0	none
41535436	69.0	2899.0	2829.0	none
41535753	5.0	8621.0		none
41535966	219.0	701.0	642.0	none
41536008	170.0	9411.0	9609.0	none
41536069	37.0	5310.0		none
41536147	200.0	4643.0	475.0	none
41536243	236.0	9604.0	9609.0	none
41536382	944.0	2611.0		none
41536829	10.0	9609.0	4321.0	none
41536864	5.0	4743.0		none
41537093	42.0	2651.0		none
41537302	231.0	6203.0	2630.0	none
41537454		2670.0		none
41537477	322.0	2829.0	4669.0	none
41537639	166.0	4614.0	4662.0	none
41537684	292.0	2829.0	282.0	none
41537699	172.0	4532.0	2211.0	none
41537732	1179.0	2899.0		none
41537958		6202.0		none
41538017	5.0	7112.0		none
41538036	108.0	2893.0		none
41538068	18.0	2059.0		none
41538147	99.0	8690.0		none
41538196	938.0	8542.0		none
41538233	26.0	7022.0	4651.0	none
41538640		2591.0		none
41538642	38.0	2732.0	2790.0	none
41538851	91.0	2016.0		none
41546661	65.0	2599.0	2815.0	none
41546723	99.0	222.0		none
41546729	2000.0	8411.0		none
41546928	80.0	2561.0	2562.0	none
41548286	5.0	4321.0		none
41549004	66.0	4674.0	4662.0	none
41549215	294.0	2042.0	2053.0	none
41549302	5.0	432.0		none
41549542	19.0	6201.0		none
41549580	177.0	2814.0	2891.0	none
41550293	159.0	2712.0	2611.0	none
41550317	152.0	2740.0	2640.0	none
41550355	500.0	3011.0	3011.0	none
41550528		2591.0		none
41550584	49.0	7111.0		none
41550628	4.0	862.0		none
41550865	199.0	2920.0		none
41551080	30.0	289.0	2562.0	none
41551242	900.0	9499.0		none
41551280	240.0	8129.0	3020.0	none
41551308	85.0	4211.0		none
41551531	120.0	721.0	2041.0	none
41551862	378.0	2572.0	4618.0	none
41551902	103.0	6512.0		none
41551916	60.0	2573.0	2223.0	none
41552398	161.0	7120.0		none
41552809	88.0	2680.0	4791.0	none
41553130		91.0		none
41553730	120.0	4321.0	2711.0	none
41553865	1150.0	8542.0		none
41553909	5.0	4632.0		none
41554036		2591.0		none
41554336	5.0	411.0		none
41554402	3.0	7111.0	7112.0	none
41554441	1650.0	7021.0	4651.0	none
41554446	70.0	4618.0	2110.0	none
41554479	55.0	2651.0	4669.0	none
41554505	54.0	2892.0	3312.0	none
41554530	9.0	25.0		none
41554536	426.0	8411.0		none
41554978	1.0	7111.0		none
41555010	67.0	28.0	4120.0	none
41555248	99.0	4669.0		none
41555307		91.0		none
41555350	155.0	8532.0	8559.0	none
41555531	106.0	3511.0	3600.0	none
41555548	10.0	4321.0		none
41555921	25.0	451.0	4520.0	none
41557431				none
41557552	234.0	2611.0		none
41557632	872.0	2932.0		none
41557647	935.0	2571.0		none
41557934	180.0	2420.0	4672.0	none
41557951	750.0	6512.0		none
41558110	941.0	8610.0		none
41558986	617.0	7219.0		none
41559005	3000.0	60.0		none
41559201		2591.0		none
41559221	67.0	2229.0		none
41559345	25.0	2651.0	2670.0	none
41559511	191.0	2630.0		none
41559553	12.0	8299.0	4643.0	none
41559931		2811.0		none
41560207	102.0	2221.0		none
41560763	115.0	8230.0		none
41561641	50.0	2313.0	2319.0	none
41561651	300.0	8430.0	6512.0	none
41561686		561.0		none
41561692	41.0	2562.0	2611.0	none
41561858	54000.0	9499.0		none
41561944		8532.0		none
41561954	541.0	2599.0	4615.0	none
41561973	499.0	4674.0		none
41562057	639.0	2896.0	3299.0	none
41562541	9.0	6202.0		none
41562908	2587.0	4649.0	1721.0	none
41563145	500.0	8411.0		none
41563216	3.0	4649.0	1812.0	none
41563217	45.0	4672.0		none
41563611	49.0	2651.0		none
41565161	30.0	2229.0	4649.0	none
41565282	175.0	4673.0	4752.0	none
41565388	5.0	28.0		none
41565560	275.0	9412.0		none
41565733	130.0	2899.0	2561.0	none
41566324	5.0	4321.0		none
41566460	60.0	5229.0		none
41566594	22.0	2790.0	5210.0	none
41566701	85.0	4646.0	4645.0	none
41566763		1083.0		none
41566817	950.0	7219.0		none
41567614				none
41567632	9.0	6910.0		none
41567891	6.0	8219.0		none
41568062		91.0		none
41568164	622.0	6419.0		none
41569150	15.0	9313.0		none
41569165	5.0	4752.0		none
41569443	33.0	7112.0	2899.0	none
41569451		4741.0		none
41569616	56.0	2830.0	2813.0	none
41569728	5.0	4773.0		none
41570232	14056.0	8610.0		none
41570425	420.0	1712.0		none
41570461	1300.0	8610.0		none
41570619	5.0			none
41570799	9.0	9609.0		none
41571003				none
41571759	27.0	4741.0		none
41572146				none
41572476		133.0		none
41572564	371.0	4639.0	1086.0	none
41573101	11.0	4399.0	2822.0	none
41573109	19.0	2711.0		none
41573222	73.0	39.0	4311.0	none
41573249	28.0	2822.0	3312.0	none
41573313	12.0	6209.0	6311.0	none
41573588				none
41573720	15.0	9491.0		none
41573834	104.0	2030.0	4752.0	none
41573975	300.0	6201.0		none
41574027	25.0	4641.0		none
41574137	7910.0	8422.0		none
41574317	20.0	4391.0	3102.0	none
41574328	581.0	3250.0		none
41574334		2811.0		none
41574449	400.0	8411.0		none
41575014	30.0	6202.0	4651.0	none
41575263	2.0	8299.0		none
41575320	300.0	2814.0	2420.0	none
41575362	152.0	2651.0	332.0	none
41575953	19.0	28.0		none
41576657	5.0			none
41577095	5.0	4669.0		none
41578035	18.0	5914.0		none
41578055	10.0	8622.0		none
41578615	5000.0	8622.0		none
41578625	1739.0	2932.0	3299.0	none
41578837	11.0	2562.0		none
41578847	19.0	4321.0		none
41578901	333.0	2060.0	2059.0	none
41578975	5.0	2829.0		none
41579060	21.0	466.0	7022.0	none
41579909	41.0	4639.0	4644.0	none
41579911	257.0	6419.0		none
41580218		8610.0		none
41580318	250.0	8899.0		none
41581054	18.0	4651.0	4649.0	none
41581246	1800.0	9412.0	8690.0	none
41581279	222.0	7112.0	6420.0	none
41581505	13.0	6920.0		none
41581675	1100.0	8411.0		none
41582152	191.0	1812.0	1721.0	none
41582439	34.0	2599.0		none
41582510	1346.0	861.0	8542.0	none
41582679	971.0	2030.0	4673.0	none
41583197	22.0	2229.0	2573.0	none
41584002	5.0	1623.0		none
41584300				none
41584525	20.0	4646.0		none
41584572	50.0	4644.0		none
41584577	226.0	2059.0	4675.0	none
41585003	10.0	5610.0		none
41585374	44.0	8559.0	8531.0	none
41585526	46.0	2651.0	2651.0	none
41585565		712.0		none
41585573	27.0	1812.0	5621.0	none
41585605	57.0	4672.0		none
41585656		411.0		none
41585742				none
41585866	6171.0	8542.0		none
41585955	9297.0	8542.0		none
41587075	110.0	8810.0		none
41587209	9.0	4391.0		none
41587286	390.0	7112.0		none
41587533	13.0	6910.0		none
41587575	111.0	1392.0	1812.0	none
41587905	19.0	4741.0		none
41587911	38.0	2899.0	3320.0	none
41587927	35.0	6202.0		none
41588049	10.0	4642.0	1414.0	none
41588562	49.0	4321.0		none
41588574	27.0	4399.0	4221.0	none
41588652	5.0	8219.0	4762.0	none
41588805	5.0	4321.0		none
41589225	233.0	2594.0	2550.0	none
41589252	5.0	7112.0		none
41589258	52.0	4776.0	4621.0	none
41589268		3250.0		none
41589445	5.0	711.0		none
41589558		91.0		none
41589749	4.0	889.0		none
41590136	93.0	2651.0	2660.0	none
41590191	5.0	4773.0		none
41590277	13.0	4531.0	4532.0	none
41590319	9000.0	8610.0		none
41590375	5.0	9609.0		none
41590402	5.0	91.0		none
41590403	241.0	8411.0		none
41590658	5.0	4332.0		none
41590742	99.0	2511.0		none
41590852	95.0	2223.0	1920.0	none
41590978	800.0	3511.0	3522.0	none
41591004	9.0	9609.0		none
41591017		8411.0		none
41591105	480.0	2120.0		none
41591110	49.0	4669.0		none
41591204	2.0	5912.0		none
41591437	771.0	1082.0		none
41591481	2.0	62.0		none
41591584	5.0	4752.0		none
41591615	262.0	6530.0		none
41591621	121.0	6201.0	4741.0	none
41591667	8.0	6920.0		none
41591686	112.0	4673.0		none
41591706	5.0	4651.0		none
41591872	2345.0	7219.0	4646.0	none
41591881		6202.0		none
41591938	603.0	8610.0		none
41591983	199.0	2229.0		none
41592034	87.0	86.0	871.0	none
41592039	99.0	2434.0		none
41592137	5.0	6202.0		none
41592202	58.0	4647.0	4649.0	none
41592207	33.0	6201.0	4771.0	none
41592448	37.0	2651.0		none
41592600	20.0	476.0		none
41592636	507.0	2361.0		none
41592903	38.0	4322.0		none
41592952	13.0	2573.0		none
41592960	116.0	4751.0	4771.0	none
41593060	49.0	6203.0	6209.0	none
41593115	650.0	382.0	3832.0	none
41593146	847.0	6419.0		none
41593181	199.0	1089.0		none
41593436		2591.0		none
41593535	49.0	1812.0		none
41593550	29.0	8411.0		none
41593623	29.0	7022.0	7211.0	none
41593747	99.0	7112.0		none
41594084	7.0	4511.0		none
41594154	20.0	9499.0		none
41594211		2571.0		none
41594241		133.0		none
41594674	394.0	2229.0		none
41594681	204.0	4646.0		none
41594734	682.0	2611.0	2790.0	none
41594755	33.0	2790.0		none
41594837	1800.0	466.0	2594.0	none
41594874	36.0	9609.0		none
41594910	530.0	4673.0		none
41594940		99.0		none
41594986	46.0	2611.0		none
41594990	999.0	2732.0		none
41595012	59.0	2511.0	28.0	none
41595028	80.0	2899.0		none
41595132	41.0	2521.0		none
41595187	92.0	2219.0	4669.0	none
41595235	5.0	4759.0		none
41595273				none
41595340	5.0	7911.0		none
41595354	718.0	3250.0		none
41595412		2812.0		none
41595461	819.0	3511.0		none
41595528	1192.0	8610.0		none
41595960	39.0	4322.0		none
41596216	2363.0	8542.0		none
41596230	5.0	62.0		none
41596238	482.0	721.0	21.0	none
41596261	587.0	3511.0	3530.0	none
41596283	6.0	4651.0		none
41596293	505.0	2815.0		none
41596333	9.0	9529.0		none
41596373	80.0	2815.0	2829.0	none
41596608	435.0	2790.0	2611.0	none
41596644	200.0	7120.0		none
41596679	53.0	841.0		none
41597001	39.0	251.0	2511.0	none
41597047	37.0	2651.0		none
41597069	5.0	4321.0		none
41597078	43.0	35.0	3513.0	none
41597126	422.0	8411.0		none
41597276	7.0	2640.0	7112.0	none
41597340	400.0	7219.0		none
41597356	285.0	5510.0		none
41597402	209.0	8810.0		none
41597415	1.0	620.0		none
41597509	15.0	6209.0	466.0	none
41597612	49.0	7112.0		none
41597659		4651.0		none
41597679	327.0	9329.0		none
41597729		1624.0		none
41597796	15.0	8411.0		none
41597862	1000.0	8424.0		none
41597956	40960.0	2219.0	2221.0	none
41598156	1634.0	8121.0	8110.0	none
41598251	163.0	72.0	46.0	none
41598431	4.0	4669.0		none
41598551	22.0	1812.0		none
41598648	400.0	8299.0	7311.0	none
41598740	10.0	4741.0		none
41598764	5.0	6202.0		none
41598911	2850.0	8424.0		none
41598926	8.0	9609.0	2611.0	none
41599121	10.0	8425.0		none
41599129	6.0	4762.0		none
41599833	5.0	4742.0		none
41600010	5.0	2562.0		none
41600014	12616.0	8542.0		none
41600104	900.0	8411.0		none
41600155		8121.0		none
41600201	28.0	2651.0	4669.0	none
41600223	17.0	8899.0		none
41600251	5.0	4662.0	4614.0	none
41600291	1600.0	8411.0		none
41600295	20.0	8690.0		none
41600366	9.0	4669.0		none
41600367	52.0	4646.0	7739.0	none
41600371	22.0	6420.0		none
41600376	483.0	28.0	4520.0	none
41600427	426.0	4669.0	2751.0	none
41600442		6831.0		none
41600688	1200.0	2611.0		none
41600735		253.0		none
41600744	9.0	4643.0		none
41600765	5500.0	4651.0	6209.0	none
41600797	615.0	4399.0		none
41600869	180.0	2651.0		none
41601051	80.0	4672.0		none
41601061	385.0	2611.0	4652.0	none
41601097	110.0	5610.0	5621.0	none
41601117		4752.0		none
41601369	1112.0	2651.0	2651.0	none
41601489	5.0	6202.0		none
41601680	5.0	960.0		none
41601703	100.0	1089.0	4729.0	none
41601708	430.0	1721.0	1712.0	none
41602090	3.0	6202.0		none
41602223	5.0			none
41602333	5.0	4669.0		none
41602664	5.0	150.0		none
41603136	511.0	2599.0		none
41603204		2219.0		none
41603318	65.0	4743.0		none
41603374	49.0	4391.0		none
41603391	48.0	2910.0		none
41603575	5.0	475.0		none
41603694	5.0	6209.0		none
41603774	150.0	3109.0	2599.0	none
41603798	570.0	2452.0		none
41603811	26.0	3011.0	3315.0	none
41604177	197.0	4690.0		none
41604190		99.0		none
41604313	361.0	2591.0		none
41604464	6.0	3700.0		none
41604488	121.0	2599.0	3299.0	none
41604541	55.0	4322.0	9529.0	none
41604557	1878.0	6420.0		none
41604666	259.0	841.0		none
41604703	449.0	2550.0		none
41604772	1089.0	3600.0		none
41604850	5.0	6920.0		none
41604869	500.0	2361.0		none
41604888	10.0	2712.0	7112.0	none
41605173	378.0	2572.0	4618.0	none
41605452	36.0	6820.0	4110.0	none
41605482	49.0	2651.0		none
41605494	725.0	6391.0		none
41605508	30.0	2712.0	2732.0	none
41605542	145.0	2399.0	4329.0	none
41605591	28.0	4399.0	4291.0	none
41605612	1200.0	2651.0		none
41605621	5.0	20.0	721.0	none
41605643	80.0	2670.0		none
41605658	15.0	2825.0		none
41605746	43.0	8542.0		none
41605750	905.0	2720.0	2051.0	none
41605767	141.0	2361.0	4752.0	none
41605838		6202.0		none
41606160	5.0	121.0		none
41606184	2600.0	8730.0		none
41606397	17095.0	8542.0		none
41606654				none
41606960	1216.0	2894.0	4614.0	none
41606971	49.0	4334.0		none
41607240	5.0	150.0		none
41607546	333.0	2550.0	2512.0	none
41607663	419.0	2313.0	2319.0	none
41608007	99.0	2229.0		none
41608113	33.0	2849.0	2849.0	none
41608263	5.0	4762.0		none
41608274	250.0	8411.0	8412.0	none
41608504	49.0	4399.0		none
41608546	5.0	960.0		none
41608664		1722.0		none
41608673	157.0	4675.0	4690.0	none
41608704	40000.0	2910.0		none
41608733	4.0	4619.0		none
41608965	135.0	2611.0	9529.0	none
41609051	4.0	712.0		none
41609142	120.0	4941.0		none
41609235		255.0		none
41609345	19.0	2512.0		none
41609438	50.0	8411.0		none
41609935	5.0	4621.0		none
41610071	114.0	2720.0		none
41610101	105.0	5819.0	4649.0	none
41610114	11.0	4665.0	6201.0	none
41610131	5.0			none
41610229	27.0	6130.0	6190.0	none
41610272	49.0	2599.0		none
41610357	19.0	9499.0	9412.0	none
41610505	300.0	9491.0		none
41610680		4332.0		none
41610768	100.0	5510.0		none
41610978	122.0	2813.0	2651.0	none
41611050		6202.0		none
41611056	5.0	4329.0		none
41611117	49.0	7112.0		none
41611316	49.0	6820.0		none
41611403	116.0	25.0		none
41611448	60.0	4649.0		none
41611543	10.0	4651.0		none
41611583	35.0	4674.0	4674.0	none
41611645	50.0	8610.0		none
41611962	10.0	7219.0		none
41611967	582724.0	2910.0	4511.0	none
41611972	86.0	1729.0	2221.0	none
41612219	9.0	9319.0		none
41612376	232.0	2343.0		none
41612968	5.0	862.0		none
41613231	178.0	453.0		none
41613245	18.0	7112.0		none
41613430	22.0	2599.0	2550.0	none
41613529		279.0		none
41613840	81.0	2013.0		none
41613878				none
41613910	7.0	4762.0		none
41614105	581.0	8121.0		none
41614158		279.0		none
41614351	5.0	711.0		none
41614384	851.0	6419.0		none
41614484	762.0	7311.0	731.0	none
41614499	1.0	7111.0		none
41614550	2824.0	949.0		none
41614559	90.0	2825.0	2511.0	none
41614588	157.0	130.0	2015.0	none
41614695	42.0	8510.0		none
41614711	610.0	8559.0	7430.0	none
41614803	99.0	2611.0		none
41614806		6202.0		none
41614907	5.0	2829.0		none
41615368	10103.0	8542.0		none
41615444	124.0	2895.0	2899.0	none
41615530	24.0	2223.0	4649.0	none
41615687	27.0	2829.0	2896.0	none
41615771	99.0	222.0		none
41615984	5.0	4741.0		none
41616022	5.0			none
41616908	10.0	4663.0	3312.0	none
41616986				none
41617002	252.0	7219.0		none
41617109	30.0	2512.0	3319.0	none
41617122	30.0	4723.0		none
41617155	448.0	2815.0		none
41617232	151.0	2611.0	2651.0	none
41617256	375.0	3299.0		none
41617454	41.0	2573.0	2562.0	none
41617887		254.0		none
41617912	87.0	2640.0	2651.0	none
41618166	18.0	2932.0	293.0	none
41618224	24.0	8559.0	8532.0	none
41618253	5.0	6202.0		none
41618271	5.0	4613.0		none
41618534	499.0	1812.0		none
41619035	5.0	620.0		none
41619153	170.0	7219.0		none
41619166	99.0	2561.0		none
41619172	18.0	4511.0		none
41619445		1624.0		none
41619529	162.0	4321.0	7810.0	none
41619762	119.0	1812.0		none
41620467	50.0	2051.0	3291.0	none
41620488	8.0	6920.0	7022.0	none
41620568	8.0	2829.0	8299.0	none
41620633	276.0	949.0		none
41620858	367.0	4511.0	4531.0	none
41620970	12.0	3320.0	72.0	none
41621022		701.0		none
41621241	164.0	2814.0	2511.0	none
41621338	49.0	6203.0		none
41621354		8411.0		none
41621432	156.0	8542.0		none
41621535	5.0	6311.0		none
41621546	18.0	2651.0	2670.0	none
41621644	650.0	2822.0	2573.0	none
41621825	10.0	3012.0	3315.0	none
41621883	64.0	2572.0	2410.0	none
41622008	942.0	6110.0	4742.0	none
41622080	142.0	2651.0	2651.0	none
41622093	392.0	2550.0	2550.0	none
41622140	74.0	8411.0		none
41622147	343.0	2332.0		none
41622192	2000.0	2841.0	2790.0	none
41622210	87.0	4931.0		none
41622248	9.0	7112.0		none
41622288	242.0	8411.0		none
41622448	15756.0	8610.0		none
41622492	200.0	8423.0		none
41622546	125.0	9200.0		none
41622551	221.0	2932.0	1712.0	none
41622658	43.0	7112.0		none
41623115	5.0	692.0		none
41623252	99.0	1721.0		none
41623300	250.0	4669.0	4614.0	none
41623776	5.0	4774.0		none
41623950	9.0	4651.0		none
41624110	113.0	2829.0	2229.0	none
41624300	5.0	9200.0		none
41624346	450.0	3811.0		none
41624360	30.0	7320.0	7022.0	none
41624456	16.0	2640.0		none
41624487	5.0	2561.0		none
41624550	59.0	9511.0	4321.0	none
41624627	5.0	433.0		none
41624743	1200.0	2059.0		none
41624799	5.0	263.0		none
41624858	130.0	2899.0	1813.0	none
41624876	29.0	2651.0	7112.0	none
41624877	550.0	5510.0		none
41624891	50.0	6499.0		none
41624981				none
41625017	41.0	841.0		none
41625084	5.0	7490.0		none
41625160	28.0	4120.0	4120.0	none
41625205	95.0	3103.0	3109.0	none
41625329	19.0	2651.0		none
41625539	355.0	1721.0		none
41625565	15.0	4649.0		none
41625585	8000.0	4674.0		none
41625597	49.0	4776.0		none
41625619	49.0	7111.0		none
41625719	5.0	7112.0	4615.0	none
41625724	36.0	4741.0	3312.0	none
41625825	68.0	8610.0	701.0	none
41625856	6.0	4741.0	6202.0	none
60100132	152.0	4532.0	4532.0	none
60100254	2.0	4649.0	4764.0	none
60100304	19.0	7112.0		none
60100335	9.0	4652.0		none
60100384	6.0	7112.0	4312.0	none
60100428	100.0	2712.0	2651.0	none
60100439	15756.0	8610.0		none
60100467	253.0	222.0	4649.0	none
60100490	99.0	222.0		none
60100512	5.0	47.0		none
60100609	100.0	7021.0	7311.0	none
60100621	250.0	2790.0	2651.0	none
60100628	2506.0	8542.0		none
60100660	23.0	4669.0	4649.0	none
60100665	59.0	4674.0		none
60100683	148.0	2651.0	2670.0	none
60100775	900.0	4674.0	4669.0	none
60100814	9.0	4322.0		none
60100832	59.0	2573.0	2891.0	none
60100853				none
60100878	30.0	4669.0	4764.0	none
60100889		241.0		none
60100922	357.0	4322.0	3530.0	none
60100945	120.0	2550.0	2229.0	none
60101006	5.0	8121.0		none
60101077	32.0	6202.0	8559.0	none
60101212		2611.0		none
60101242	311.0	1812.0		none
60101327	200.0	2219.0		none
60101409	5.0	8690.0		none
60101493	33.0	2815.0		none
60101648	1.0	4643.0	6201.0	none
60101650	79.0	4329.0		none
60101678	222.0	1082.0	4637.0	none
60101692	1.0	7311.0	731.0	none
60101713	1000.0	8542.0	7219.0	none
60101724	5.0	4110.0		none
60101798	70.0	2829.0	3312.0	none
60101844	950.0	2931.0	2732.0	none
60101882		75.0		none
60101895	50.0	5510.0	702.0	none
60101934	199.0	2593.0		none
60101937	166.0	2732.0		none
60101954		2591.0		none
60101967	5.0	4321.0		none
60102065	3.0	6910.0		none
60102141	13.0	2562.0	4752.0	none
60102317	6507.0	8542.0		none
60102412		2591.0		none
60102441	79.0	3511.0	3600.0	none
60102475	8.0	6201.0	6203.0	none
60102516	195.0	2790.0	4321.0	none
60102521	5.0	7311.0		none
60102865	149.0	642.0		none
60102881	20.0	4669.0	2229.0	none
60102887		8121.0		none
60102901		411.0		none
60102918		6202.0		none
60102938	49.0	2620.0		none
60102950	1700.0	8411.0		none
60102962	48.0	2550.0	2932.0	none
60103051	5.0	4931.0		none
60103053		8411.0		none
60103150	3133.0	8542.0		none
60103194		9102.0		none
60103245		642.0		none
60103252	120.0	3513.0	352.0	none
60103327	874.0	7010.0	4771.0	none
60103410	5.0	6201.0		none
60103569	88.0	2611.0	2790.0	none
60103586	258.0	6201.0	6202.0	none
60103636	67.0	2599.0	2221.0	none
60103650	480.0	9499.0		none
60103735	7400.0	8610.0		none
60103834	5.0	692.0		none
60103836	2.0	6209.0		none
60103870	7.0	4669.0		none
60103879	71.0	2223.0	2573.0	none
60103884	9.0	6203.0		none
60103889	373.0	2841.0		none
60103941	193.0	3317.0	3020.0	none
60103962	1075.0	8413.0		none
60103968	1001.0	2611.0	2790.0	none
60104004	3.0	477.0		none
60104008	44.0	6920.0		none
60104145		2611.0		none
